date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:52:22	22222/22222	---MCZ	200	added ('OK')	text/html	etag:W/%221659696743-0%22	https://usa.dtdc.com/node/17	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/node/17.html	(from https://usa.dtdc.com/contact-us-for-international-courier-shipping-services)
11:52:23	16620/16620	---M--	200	added ('OK')	image/png	etag:%2260dc4c37-40ec%22	https://usa.dtdc.com/sites/usa.dtdc.com/themes/usa_dtdc/images/locater.png	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/sites/usa.dtdc.com/themes/usa_dtdc/images/locater.png	(from https://usa.dtdc.com/contact-us-for-international-courier-shipping-services)
11:52:23	1789/1789	---M--	200	added ('OK')	image/png	etag:%2260dc4c37-6fd%22	https://usa.dtdc.com/sites/usa.dtdc.com/themes/usa_dtdc/images/phone.png	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/sites/usa.dtdc.com/themes/usa_dtdc/images/phone.png	(from https://usa.dtdc.com/contact-us-for-international-courier-shipping-services)
11:52:23	1358/1358	---M--	200	added ('OK')	image/png	etag:%2260dc4c37-54e%22	https://usa.dtdc.com/sites/usa.dtdc.com/themes/usa_dtdc/images/mail.png	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/sites/usa.dtdc.com/themes/usa_dtdc/images/mail.png	(from https://usa.dtdc.com/contact-us-for-international-courier-shipping-services)
11:52:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:24%20GMT	https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support	(from https://usa.dtdc.com/contact-us-for-international-courier-shipping-services)
11:52:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:24%20GMT	https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support	(from https://usa.dtdc.com/contact-us-for-international-courier-shipping-services)
11:52:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:25%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/contact-us-for-international-courier-shipping-services)
11:52:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:25%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/contact-us-for-international-courier-shipping-services)
11:52:28	23976/23976	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Aug%202022%2010:52:28%20GMT	https://usa.dtdc.com/tracking	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/tracking.html	(from https://usa.dtdc.com/tracking/)
11:52:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:28%20GMT	https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support	(from https://usa.dtdc.com/tracking/)
11:52:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:29%20GMT	https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support	(from https://usa.dtdc.com/tracking/)
11:52:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:29%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/tracking/)
11:52:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:29%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/tracking/)
11:52:29	28209/28209	---MCZ	200	added ('OK')	text/html	etag:W/%221659696750-0%22	https://usa.dtdc.com/node/111	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/node/111.html	(from https://usa.dtdc.com/terms-conditions)
11:52:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:30%20GMT	https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support	(from https://usa.dtdc.com/terms-conditions)
11:52:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:30%20GMT	https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support	(from https://usa.dtdc.com/terms-conditions)
11:52:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:31%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/terms-conditions)
11:52:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:31%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/terms-conditions)
11:52:31	26796/26796	---MCZ	200	added ('OK')	text/html	etag:W/%221659696751-0%22	https://usa.dtdc.com/node/116	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/node/116.html	(from https://usa.dtdc.com/privacy-policy)
11:52:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:32%20GMT	https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.d1.delayed	(from https://usa.dtdc.com/privacy-policy)
11:52:31	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.d2.delayed	(from https://usa.dtdc.com/privacy-policy)
11:52:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:32%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/privacy-policy)
11:52:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:33%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/privacy-policy)
11:52:32	24743/24743	---MCZ	200	added ('OK')	text/html	etag:W/%221659696753-0%22	https://usa.dtdc.com/node/151	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/node/151.html	(from https://usa.dtdc.com/cookie-policy)
11:52:33	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.d7.delayed	(from https://usa.dtdc.com/cookie-policy)
11:52:33	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.d8.delayed	(from https://usa.dtdc.com/cookie-policy)
11:52:33	53703/53703	---M--	200	added ('OK')	image/png	etag:%2260dc4c37-d1c7%22	https://usa.dtdc.com/sites/uk.dtdc.com/themes/uk_dtdc/images/dtdc_logo.png	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/sites/uk.dtdc.com/themes/uk_dtdc/images/dtdc_logo.png	(from https://usa.dtdc.com/cookie-policy)
11:52:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:34%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/cookie-policy)
11:52:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:34%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/cookie-policy)
11:52:34	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.dc.delayed	(from https://usa.dtdc.com/prohibited-restricted-goods)
11:52:34	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.dd.delayed	(from https://usa.dtdc.com/prohibited-restricted-goods)
11:52:34	33259/33259	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Aug%202022%2010:52:35%20GMT	https://usa.dtdc.com/node/176	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/node/176.html	(from https://usa.dtdc.com/prohibited-restricted-goods)
11:52:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:35%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/prohibited-restricted-goods)
11:52:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:35%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/prohibited-restricted-goods)
11:52:35	343/343	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Aug%202022%2010:52:36%20GMT	https://usa.dtdc.com/node/sites/usa.dtdc.com/themes/usa_dtdc/images/dtdc_logo.png	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/node/sites/usa.dtdc.com/themes/usa_dtdc/images/dtdc_logo.png	(from https://usa.dtdc.com/node/1)
11:52:35	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.e1.delayed	(from https://usa.dtdc.com/node/1)
11:52:35	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.e2.delayed	(from https://usa.dtdc.com/node/1)
11:52:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:37%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/node/1)
11:52:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:37%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/node/1)
11:52:36	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.e5.delayed	(from https://usa.dtdc.com/node/121)
11:52:36	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.e6.delayed	(from https://usa.dtdc.com/node/121)
11:52:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:38%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/node/121)
11:52:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:38%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/node/121)
11:52:37	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.e9.delayed	(from https://usa.dtdc.com/node/86)
11:52:37	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.ea.delayed	(from https://usa.dtdc.com/node/86)
11:52:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:38%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/node/86)
11:52:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:39%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/node/86)
11:52:38	339/339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Aug%202022%2010:52:39%20GMT	https://usa.dtdc.com/node/sites/canada.dtdc.com/themes/ca_dtdc/images/map.png	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/node/sites/canada.dtdc.com/themes/ca_dtdc/images/map.png	(from https://usa.dtdc.com/node/81)
11:52:38	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.ee.delayed	(from https://usa.dtdc.com/node/81)
11:52:38	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.ef.delayed	(from https://usa.dtdc.com/node/81)
11:52:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:39%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/node/81)
11:52:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:40%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/node/81)
11:52:40	970/970	---M--	404	error ('Not%20Found')	text/html	etag:%226295cb9e-3ca%22	http://dev.malaysia.dtdc.com/sites/canada.dtdc.com/themes/ca_dtdc/images/DTDC-banner.png	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/dev.malaysia.dtdc.com/sites/canada.dtdc.com/themes/ca_dtdc/images/DTDC-banner.f2.delayed	(from https://usa.dtdc.com/sites/usa.dtdc.com/files/css/css_fy-gfppDj4k4dRnr_pOLPRdXV-YB7_CoIfabAUuA84o.css)
11:52:40	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.f3.delayed	(from https://usa.dtdc.com/node/76)
11:52:40	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.f4.delayed	(from https://usa.dtdc.com/node/76)
11:52:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:41%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/node/76)
11:52:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:41%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/node/76)
11:52:41	341/341	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Aug%202022%2010:52:41%20GMT	https://usa.dtdc.com/node/sites/usa.dtdc.com/themes/usa_dtdc/images/locater.png	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/node/sites/usa.dtdc.com/themes/usa_dtdc/images/locater.png	(from https://usa.dtdc.com/node/17)
11:52:41	339/339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Aug%202022%2010:52:42%20GMT	https://usa.dtdc.com/node/sites/usa.dtdc.com/themes/usa_dtdc/images/phone.png	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/node/sites/usa.dtdc.com/themes/usa_dtdc/images/phone.png	(from https://usa.dtdc.com/node/17)
11:52:41	338/338	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Aug%202022%2010:52:42%20GMT	https://usa.dtdc.com/node/sites/usa.dtdc.com/themes/usa_dtdc/images/mail.png	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/node/sites/usa.dtdc.com/themes/usa_dtdc/images/mail.png	(from https://usa.dtdc.com/node/17)
11:52:41	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.fa.delayed	(from https://usa.dtdc.com/node/17)
11:52:41	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.fb.delayed	(from https://usa.dtdc.com/node/17)
11:52:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:42%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/node/17)
11:52:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:42%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/node/17)
11:52:42	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.fe.delayed	(from https://usa.dtdc.com/tracking)
11:52:42	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.ff.delayed	(from https://usa.dtdc.com/tracking)
11:52:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:43%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/tracking)
11:52:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:43%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/tracking)
11:52:43	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.102.delayed	(from https://usa.dtdc.com/node/111)
11:52:43	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.103.delayed	(from https://usa.dtdc.com/node/111)
11:52:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:43%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/node/111)
11:52:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:44%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/node/111)
11:52:43	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.106.delayed	(from https://usa.dtdc.com/node/116)
11:52:43	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.107.delayed	(from https://usa.dtdc.com/node/116)
11:52:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:44%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/node/116)
11:52:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:44%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/node/116)
11:52:44	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.10a.delayed	(from https://usa.dtdc.com/node/151)
11:52:44	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.10b.delayed	(from https://usa.dtdc.com/node/151)
11:52:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:45%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/node/151)
11:52:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:45%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/node/151)
11:52:45	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.10e.delayed	(from https://usa.dtdc.com/node/176)
11:52:45	0/-1	---M--	301	error ('')			https://usa.dtdc.com/custom-support	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/custom-support.10f.delayed	(from https://usa.dtdc.com/node/176)
11:52:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:45%20GMT	https://usa.dtdc.com/product-services	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/product-services	(from https://usa.dtdc.com/node/176)
11:52:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Aug%202022%2010:52:46%20GMT	https://usa.dtdc.com/contact-us	C:/Users/APPTIDE%20TECHNOLOGIES/Documents/TRIUMPH/dtdc_httrack_copied/usa.dtdc.com/contact-us	(from https://usa.dtdc.com/node/176)
